Date,Time,Open,High,Low,Close,Volume,Split Factor,Earnings,Dividends
2016-01-04,10:29:00,26.6165,26.6762,26.3181,26.4773,996492.3500000002,1.0,0.0,0.0
2016-01-04,11:29:00,26.4673,26.4773,26.2187,26.3181,398457.2480000008,1.0,0.0,0.0
2016-01-04,12:29:00,26.3082,26.4176,26.2684,26.3878,335409.208000001,1.0,0.0,0.0
2016-01-04,13:29:00,26.3778,26.5469,26.3579,26.5071,558233.6840000009,1.0,0.0,0.0
2016-01-04,14:29:00,26.5071,26.5519,26.3778,26.4027,576028.2000000009,1.0,0.0,0.0
2016-01-04,15:29:00,26.3977,26.4077,26.2883,26.3345,793035.6070000005,1.0,0.0,0.0
2016-01-05,09:59:00,26.3281,26.6066,26.3181,26.348000000000003,2034112.8340000012,1.0,0.0,0.0
2016-01-05,10:59:00,26.348000000000003,26.6066,26.2983,26.537,851241.105000001,1.0,0.0,0.0
2016-01-05,11:59:00,26.5419,26.5768,26.4276,26.4723,314206.487000001,1.0,0.0,0.0
2016-01-05,12:59:00,26.4773,26.4872,26.3679,26.4872,360603.1270000011,1.0,0.0,0.0
2016-01-05,14:00:00,26.4872,26.526999999999997,26.4176,26.4972,420678.218000001,1.0,0.0,0.0
2016-01-05,15:00:00,26.5071,26.5171,26.3977,26.3977,710067.7120000015,1.0,0.0,0.0
2016-01-06,09:30:00,26.3977,26.5171,26.0098,26.0198,806641.4900000017,1.0,0.0,0.0
2016-01-06,10:30:00,26.0198,26.4773,26.0198,26.4077,957654.2700000018,1.0,0.0,0.0
2016-01-06,11:30:00,26.4077,26.6315,26.3579,26.5569,1642948.920000002,1.0,0.0,0.0
2016-01-06,12:30:00,26.5568,26.6563,26.4723,26.4823,1292032.0812000025,1.0,0.0,0.0
2016-01-06,13:30:00,26.4872,26.5469,26.3082,26.4176,2057641.6060000013,1.0,0.0,0.0
2016-01-06,14:30:00,26.4176,26.5171,26.3181,26.3878,423867.1370000011,1.0,0.0,0.0
2016-01-06,15:30:00,26.3778,26.4077,26.2316,26.3878,610222.2500000007,1.0,0.0,0.0
2016-01-07,10:00:00,26.3878,26.4077,25.7313,25.975,1100378.4200000013,1.0,0.0,0.0
2016-01-07,11:00:00,25.97,26.1093,25.8805,26.0695,601315.6700000016,1.0,0.0,0.0
2016-01-07,12:00:00,26.0695,26.2286,25.9949,26.1292,699790.3300000015,1.0,0.0,0.0
2016-01-07,13:00:00,26.1192,26.3579,26.0297,26.1491,398609.93000000104,1.0,0.0,0.0
2016-01-07,14:00:00,26.159000000000002,26.1839,25.8755,25.9103,347269.60600000096,1.0,0.0,0.0
2016-01-07,15:00:00,25.9103,26.0297,25.781,25.8905,462453.250000001,1.0,0.0,0.0
2016-01-08,09:30:00,25.8905,26.0098,25.7711,25.98,1306332.0300000012,1.0,0.0,0.0
2016-01-08,10:30:00,25.97,26.0894,25.8009,25.9302,683604.000000002,1.0,0.0,0.0
2016-01-08,11:30:00,25.9302,26.0098,25.8407,25.8407,470955.07000000187,1.0,0.0,0.0
2016-01-08,12:30:00,25.8407,26.1491,25.7214,26.1093,524322.9600000021,1.0,0.0,0.0
2016-01-08,13:30:00,26.1093,26.1789,25.97,26.0297,501700.6500000024,1.0,0.0,0.0
2016-01-08,14:30:00,26.0297,26.0695,25.9054,25.9302,328693.1910000023,1.0,0.0,0.0
2016-01-08,15:30:00,25.9402,26.0098,25.8308,25.8407,392631.92600000213,1.0,0.0,0.0
2016-01-11,10:00:00,25.8308,25.98,25.7214,25.8805,938625.0100000021,1.0,0.0,0.0
2016-01-11,11:00:00,25.8755,26.0297,25.8308,25.8407,373733.79000000155,1.0,0.0,0.0
2016-01-11,12:00:00,25.8308,25.9501,25.7512,25.8905,345114.23600000155,1.0,0.0,0.0
2016-01-11,13:01:00,25.8805,25.8905,25.7363,25.7512,271993.17600000155,1.0,0.0,0.0
2016-01-11,14:01:00,25.7512,25.8009,25.5722,25.5871,318701.7010000017,1.0,0.0,0.0
2016-01-11,15:01:00,25.5921,25.781,25.5722,25.7214,413464.51000000164,1.0,0.0,0.0
2016-01-12,09:31:00,25.7214,26.0198,25.5821,25.8606,869195.7100000018,1.0,0.0,0.0
2016-01-12,10:31:00,25.8606,26.3082,25.791,26.159000000000002,615684.0000000019,1.0,0.0,0.0
2016-01-12,11:31:00,26.169,26.2237,26.0595,26.1341,411243.65000000177,1.0,0.0,0.0
2016-01-12,12:31:00,26.1292,26.2435,26.0496,26.1192,314833.83900000155,1.0,0.0,0.0
2016-01-12,13:31:00,26.1292,26.169,25.9949,26.1192,346649.4280000018,1.0,0.0,0.0
2016-01-12,14:31:00,26.1193,26.338,26.0794,26.1888,781781.6300000014,1.0,0.0,0.0
2016-01-12,15:31:00,26.1888,26.3679,26.169,26.2784,460242.3530000018,1.0,0.0,0.0
2016-01-13,10:01:00,26.2784,26.4872,26.0396,26.2983,918970.1100000022,1.0,0.0,0.0
2016-01-13,11:01:00,26.2883,26.2933,26.0894,26.2187,431095.22000000265,1.0,0.0,0.0
2016-01-13,12:01:00,26.2187,26.3082,26.1142,26.1192,414388.66720000264,1.0,0.0,0.0
