Date,Open,High,Low,Close,Volume,Split Factor,Earnings,Dividends
2016-01-06,102.225,102.573,98.4346,99.3002,458020.41209999984,1,0,0.0
2016-01-11,97.2607,98.1859,93.1817,93.9975,617083.8616000002,1,0,0.0
2016-01-14,94.9127,95.4001,91.2316,94.8033,531593.1723000003,1,0,0.0
2016-01-20,92.9229,97.4796,92.1867,96.7732,899728.6112000004,1,0,0.0
2016-01-25,96.8926,97.4388,94.1168,94.5446,609527.2255000002,1,0,0.0
2016-01-28,94.8132,97.589,94.664,95.2211,478549.2740000001,1,0,0.0
2016-02-02,95.6489,98.8624,93.3706,93.8183,795051.9113000003,1,0,0.0
2016-02-05,94.8431,97.2905,91.8584,93.5895,672369.1453000002,1,0,0.0
2016-02-10,92.1171,92.9428,85.5508,89.3811,998909.1236,1,0,0.0
2016-02-16,88.1077,101.71799999999999,86.1378,93.2314,1254843.5263000003,1,0,0.0
2016-02-19,94.266,94.7933,91.1719,92.1021,1218186.1045000004,1,0,0.0
2016-02-24,93.0423,94.7899,91.235,93.7199,563376.8016000002,1,0,0.0
2016-02-29,94.03,97.32,93.39,95.79,598753.0,1,0,0.0
2016-03-03,96.71,101.33,96.07,101.16,596286.0,1,0,0.0
2016-03-08,101.23,102.1,97.95,98.15,473046.0,1,0,0.0
2016-03-11,98.49,100.23,96.31,99.96,379905.0,1,0,0.0
2016-03-16,99.68,101.29,98.32,100.87,504201.0,1,0,0.0
2016-03-21,100.88,103.77,100.35,103.32,508956.0,1,0,0.0
2016-03-24,102.32,102.81,100.1,101.51,460039.0,1,0,0.0
