Date,Open,High,Low,Close,Volume,Split Factor,Earnings,Dividends
2016-01-08,118.398,118.448,109.219,109.428,3837657.1211,1,0,0.0
2016-01-15,109.35799999999999,110.58,102.027,103.796,6379864.287199998,1,0,0.0
2016-01-25,104.988,110.53,100.835,101.104,8227709.4735,1,0,0.0
2016-02-01,101.58,109.507,101.302,107.40100000000001,8983280.086900003,1,0,0.0
2016-02-08,105.86200000000001,109.11,102.484,105.196,5319850.777800003,1,0,0.0
2016-02-16,104.014,109.51700000000001,99.3453,108.156,6135946.659900004,1,0,0.0
2016-02-23,109.13,110.36200000000001,104.14299999999999,105.236,4230553.228300003,1,0,0.0
2016-03-01,103.984,107.35,101.272,105.18,7158333.439200003,1,0,0.0
2016-03-08,105.38,111.46,104.7,107.87,4354602.000000004,1,0,0.0
2016-03-15,108.76,112.24,106.03,111.41,4561412.000000004,1,0,0.0
2016-03-22,110.9,113.39,108.79,112.49,3496754.0000000037,1,0,0.0
