Date,Time,Open,High,Low,Close,Volume,Split Factor,Earnings,Dividends
2016-01-04,10:29:00,75.4469,75.7653,74.7704,75.2987,1149153.876,1.0,0.0,0.0
2016-01-04,11:29:00,75.3052,75.3052,74.7284,75.0788,693701.6799999997,1.0,0.0,0.0
2016-01-04,12:29:00,75.0688,75.2828,74.9793,75.2081,568292.8699999998,1.0,0.0,0.0
2016-01-04,13:29:00,75.2156,75.5166,75.1385,75.2053,509100.9599999999,1.0,0.0,0.0
2016-01-04,14:29:00,75.1982,75.3375,74.8897,75.1783,565135.8800000001,1.0,0.0,0.0
2016-01-04,15:29:00,75.1843,75.1982,74.7405,74.8549,729619.9700000004,1.0,0.0,0.0
2016-01-05,09:59:00,74.85,75.7852,74.84,75.6334,1341830.8700000017,1.0,0.0,0.0
2016-01-05,10:59:00,75.626,75.7753,75.3275,75.62100000000001,519477.3200000011,1.0,0.0,0.0
2016-01-05,11:59:00,75.6171,75.7554,75.5067,75.63600000000001,486712.77000000124,1.0,0.0,0.0
2016-01-05,12:59:00,75.6432,75.6459,75.2479,75.3972,429993.1200000011,1.0,0.0,0.0
2016-01-05,13:59:00,75.3972,75.6758,75.2778,75.6086,681199.3200000009,1.0,0.0,0.0
2016-01-05,14:59:00,75.6061,75.8648,75.5166,75.8051,579650.2300000007,1.0,0.0,0.0
2016-01-05,15:59:00,75.8051,75.8051,75.5166,75.6061,1089404.4300000009,1.0,0.0,0.0
2016-01-06,10:29:00,74.4221,75.0987,74.3724,75.0091,683191.4620000006,1.0,0.0,0.0
2016-01-06,11:29:00,74.9893,75.4071,74.7705,75.3872,460447.9900000004,1.0,0.0,0.0
2016-01-06,12:29:00,75.3674,75.5763,75.2479,75.4569,547199.3800000006,1.0,0.0,0.0
2016-01-06,13:29:00,75.4469,75.6758,75.2678,75.3972,424876.4800000003,1.0,0.0,0.0
2016-01-06,14:29:00,75.3922,75.8647,75.3474,75.7155,965953.6300000006,1.0,0.0,0.0
2016-01-06,15:29:00,75.7106,75.7454,75.2181,75.631,1165720.8100000005,1.0,0.0,0.0
2016-01-07,09:59:00,75.63600000000001,75.9046,74.1535,74.3724,1860232.8530000001,1.0,0.0,0.0
2016-01-07,10:59:00,74.3724,75.2579,74.1236,75.1428,975403.3500000004,1.0,0.0,0.0
2016-01-07,11:59:00,75.1385,75.1882,74.641,74.7306,788298.3500000003,1.0,0.0,0.0
2016-01-07,12:59:00,74.7206,74.8002,74.452,74.6112,516706.4700000003,1.0,0.0,0.0
2016-01-07,13:59:00,74.6112,74.6211,74.0639,74.233,709745.4700000001,1.0,0.0,0.0
2016-01-07,14:59:00,74.2241,74.5614,74.0042,74.1933,715373.0700000004,1.0,0.0,0.0
2016-01-07,15:59:00,74.1833,74.3923,73.9844,74.044,1518156.1700000009,1.0,0.0,0.0
2016-01-08,10:29:00,74.3027,74.8201,73.7456,74.6312,1032837.7600000012,1.0,0.0,0.0
2016-01-08,11:29:00,74.65100000000001,74.9196,74.3052,74.3425,997423.9300000009,1.0,0.0,0.0
2016-01-08,12:29:00,74.3525,74.7107,74.2729,74.6908,1050182.370000001,1.0,0.0,0.0
2016-01-08,13:29:00,74.6876,74.7107,74.1634,74.253,446497.4960000009,1.0,0.0,0.0
2016-01-08,14:29:00,74.253,74.3425,73.7655,73.7953,555578.7100000007,1.0,0.0,0.0
2016-01-08,15:29:00,73.7754,74.2774,73.7555,73.8252,1334268.2000000002,1.0,0.0,0.0
2016-01-11,09:59:00,73.8252,74.1435,73.069,73.1784,1527536.4199999997,1.0,0.0,0.0
2016-01-11,10:59:00,73.1685,73.3575,72.5616,72.6511,812078.2799999998,1.0,0.0,0.0
2016-01-11,11:59:00,72.6611,73.1784,72.5914,73.0789,775316.5099999998,1.0,0.0,0.0
2016-01-11,13:15:00,73.0789,73.1627,72.4024,72.462,734467.2500000002,1.0,0.0,0.0
2016-01-11,14:15:00,72.4521,72.6312,71.9348,72.4024,805302.2999999999,1.0,0.0,0.0
2016-01-11,15:15:00,72.3924,72.6013,72.2432,72.2531,755555.8900000002,1.0,0.0,0.0
2016-01-12,09:45:00,72.2531,74.7107,72.2133,74.6609,2194432.090000001,1.0,0.0,0.0
2016-01-12,10:45:00,74.6808,75.1982,74.4719,74.7704,1229246.3500000013,1.0,0.0,0.0
2016-01-12,11:45:00,74.7705,75.0589,74.4719,74.8599,962321.5200000008,1.0,0.0,0.0
2016-01-12,12:45:00,74.85,75.1982,74.5365,74.5714,711781.0400000006,1.0,0.0,0.0
2016-01-12,13:45:00,74.5714,75.1683,74.5515,75.1136,685421.510000001,1.0,0.0,0.0
2016-01-12,14:45:00,75.1186,75.4668,74.6609,75.4071,828141.5200000008,1.0,0.0,0.0
2016-01-12,15:45:00,75.4071,76.2727,75.4071,76.2727,1531755.1200000013,1.0,0.0,0.0
2016-01-13,10:15:00,76.2827,77.4866,76.0538,76.4518,1895106.140000001,1.0,0.0,0.0
2016-01-13,11:15:00,76.4618,76.8597,76.3225,76.81,942066.0300000008,1.0,0.0,0.0
2016-01-13,12:15:00,76.8001,77.0985,76.223,76.5414,1215833.730000001,1.0,0.0,0.0
2016-01-13,13:15:00,76.5613,76.7403,75.5464,75.8847,926788.0200000014,1.0,0.0,0.0
2016-01-13,14:15:00,75.8938,75.9046,74.8998,75.1982,774125.6900000011,1.0,0.0,0.0
2016-01-13,15:15:00,75.1882,75.2944,74.2032,74.2779,1269410.720000001,1.0,0.0,0.0
2016-01-14,09:45:00,74.2779,75.0688,74.1137,74.8599,1885455.6000000017,1.0,0.0,0.0
2016-01-14,10:45:00,74.8748,75.4071,73.9147,75.039,1113779.2200000018,1.0,0.0,0.0
2016-01-14,11:45:00,75.039,75.1385,74.4022,74.8102,1150771.2700000016,1.0,0.0,0.0
2016-01-14,12:45:00,74.8201,75.039,74.4719,74.7216,705929.1300000018,1.0,0.0,0.0
2016-01-14,13:45:00,74.7405,75.1085,74.5515,74.8301,1058813.7400000016,1.0,0.0,0.0
2016-01-14,14:45:00,74.84,74.9792,74.5415,74.84,934283.8700000019,1.0,0.0,0.0
2016-01-14,15:45:00,74.8456,74.9693,74.253,74.5564,1363739.4000000018,1.0,0.0,0.0
2016-01-15,10:15:00,74.5614,74.6112,72.5516,73.3277,2427683.400000002,1.0,0.0,0.0
2016-01-15,11:15:00,73.3177,74.0042,73.2182,73.7654,1148742.9400000027,1.0,0.0,0.0
2016-01-15,12:15:00,73.7456,74.3028,73.5267,73.5466,919002.4400000022,1.0,0.0,0.0
2016-01-15,13:15:00,73.5366,73.6262,73.0192,73.3079,812976.9200000018,1.0,0.0,0.0
2016-01-15,14:15:00,73.3177,73.4968,72.9695,73.1585,682625.3400000022,1.0,0.0,0.0
2016-01-15,15:15:00,73.1585,73.6063,72.8103,73.3078,1261208.2300000016,1.0,0.0,0.0
2016-01-19,09:45:00,73.2977,74.6211,73.069,74.1087,2058493.7800000017,1.0,0.0,0.0
2016-01-19,10:45:00,74.0938,74.5913,73.7638,74.442,728865.8700000009,1.0,0.0,0.0
2016-01-19,11:45:00,74.4321,74.7505,74.0838,74.7278,689096.1400000008,1.0,0.0,0.0
2016-01-19,12:45:00,74.7206,74.7206,73.8849,74.1833,767003.6700000009,1.0,0.0,0.0
2016-01-19,13:45:00,74.1833,74.2629,73.8361,74.0341,661483.8600000012,1.0,0.0,0.0
2016-01-19,14:45:00,74.0341,74.1336,73.4471,73.4996,695888.4500000009,1.0,0.0,0.0
2016-01-19,15:45:00,73.4968,74.4022,73.467,74.2828,1043254.100000001,1.0,0.0,0.0
2016-01-20,10:15:00,74.2779,74.5714,73.3376,73.5963,1793288.6000000015,1.0,0.0,0.0
2016-01-20,11:15:00,73.5963,73.6461,72.1934,72.7188,1270465.7700000019,1.0,0.0,0.0
2016-01-20,12:15:00,72.7207,72.9297,72.3029,72.3029,1035350.3899999999,1.0,0.0,0.0
2016-01-20,13:15:00,72.293,72.671,71.9149,72.3626,873770.9999999992,1.0,0.0,0.0
2016-01-20,14:15:00,72.3626,73.4073,72.2631,73.059,1102533.0699999994,1.0,0.0,0.0
2016-01-20,15:15:00,73.069,74.0241,72.9198,74.0142,1169417.6199999992,1.0,0.0,0.0
2016-01-21,09:45:00,74.0241,74.6112,73.3277,73.5267,2833820.989999999,1.0,0.0,0.0
